Document ID,address,categories,description,email,image,name,opening-time,openingTime,phone,tagline,website,lat,lng
fundacin-botnica-y-zoolgica-de-barranquilla,"""Cl. 76 #6870, La Concepción, Barranquilla, Atlántico, Colombia""","Eco, Familia, Nocturna, Coctelería","""La Fundación Botánica y Zoológica de Barranquilla es el único zoológico de la región Caribe colombiana. Alberga más de 430 animales de 119 especies diferentes y ofrece recorridos guiados que permiten a los visitantes aprender sobre la biodiversidad colombiana. Este zoológico se dedica a la conservación y educación ambiental, ofreciendo una experiencia única de conexión con la fauna local y promoviendo la importancia de la protección de las especies.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/fundacion%20botanica.webp?alt=media&token=22c91f38-2def-4d70-9dd4-ec553ed9586c,"""Fundación Botánica y Zoológica de Barranquilla""",,"""De lunes a domingo, de 9:00 a.m. a 5:00 p.m.""","""(+57) (605) 360 0314""","""Conservación y educación de la fauna caribeña""","""www.zoobaq.org""",11.001677,-74.80984
gran-malecn-puerta-de-oro,"""Cl. 35 #41-100, Nte. Centro Historico, Barranquilla, Atlántico, Colombia""","Gastronomía, Aventura, Cultura, Familia, Deportes, Nocturna, Bienestar, Romántico, Estelar, Coctelería","""El Gran Malecón Puerta de Oro se extiende por cinco kilómetros a lo largo del río Magdalena, ofreciendo vistas impresionantes y numerosas actividades recreativas. Se ha convertido en una de las atracciones más visitadas de Barranquilla, con sus amplios espacios que incluyen áreas dedicadas a la gastronomía, el deporte, la cultura y la relajación. El Malecón cuenta con hermosos espacios verdes paisajísticos, senderos para caminar y andar en bicicleta, además de muchas áreas de descanso donde los visitantes pueden disfrutar de las vistas asombrosas del río. Es ideal para familias, parejas y cualquier persona que busque una experiencia tranquila al aire libre...""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/fundacion%20botanica.webp?alt=media&token=22c91f38-2def-4d70-9dd4-ec553ed9586c,"""Gran Malecón Puerta de Oro""",,"""Abierto las 24 horas""","""No Disponible""","""Camina en el corazón de Barranquilla.""","""https://www.granmaleconpuertadeoro.com""",10.980814,-74.779322
iglesia-de-la-inmaculada-concepcin,"""Cl. 70, Barranquilla, Atlántico, Colombia""","Eco, Cultura, Historia, Nocturna, Bienestar, Coctelería","""La Iglesia de la Inmaculada Concepción es una muestra sobresaliente de la arquitectura neobarroca en Barranquilla. Con su fachada blanca y majestuosa, la iglesia destaca entre las construcciones de la ciudad por su impresionante belleza. Los visitantes pueden explorar su interior ornamentado, donde los vitrales dejan entrar la luz del sol, llenando el espacio de colores vibrantes que inspiran devoción. Este templo es un lugar de paz y recogimiento, ideal para los que buscan un refugio espiritual en medio de la ciudad. La Inmaculada Concepción no solo es un sitio de oración, sino también un atractivo turístico imperdible por su historia y su relevancia cultural.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/iglesia%20de%20la%20inmaculada%20concepcion.webp?alt=media&token=6519ea09-248e-4048-8b08-f1fe577bdfe2,"""Iglesia de la Inmaculada Concepción""",,"""7 AM - 7 PM""","""No disponible""","""La belleza neobarroca en el centro de Barranquilla.""","""https://www.inmaculadaconcepcionbarranquilla.com""",10.997079,-74.800868
iglesia-de-san-nicols-de-tolentino,"""Av. el Progreso #35, Nte. Centro Historico, Barranquilla, Atlántico, Colombia""","Playas, Eco, Cultura, Historia, Nocturna, Coctelería","""La Iglesia de San Nicolás de Tolentino, ubicada en el Centro Histórico de Barranquilla, es una joya del estilo neogótico. Construida originalmente en el siglo XVII, la iglesia ha sido un lugar central para la comunidad local durante generaciones. Su fachada, de color vibrante y con dos torres que la enmarcan, invita a los visitantes a adentrarse en un viaje espiritual. El interior, decorado con detalles neogóticos, crea un ambiente que evoca la tradición y la solemnidad. Además, la iglesia está situada junto a la Plaza de San Nicolás, un lugar lleno de vida y un punto de encuentro clave en la ciudad.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/iglesia%20de%20san%20nicolas%202.webp?alt=media&token=b5d59926-6b7d-4053-a857-51439530ce06,"""Iglesia de San Nicolás de Tolentino""",,"""Abierto las 24 horas""","""No disponible""","""Patrimonio cultural en el corazón de Barranquilla.""","""https://www.iglesiasannicolas.com""",11.001677,-74.80984
iglesia-nuestra-seora-de-chiquinquir,"""Av. Murillo #30-62, Sur Orient, Barranquilla, Atlántico, Colombia""","Nocturna, Bienestar, Festivales, Arte, Coctelería","""La Iglesia Nuestra Señora de Chiquinquirá es una iglesia majestuosa de estilo neogótico, famosa por sus espectaculares vitrales. Ubicada en un punto céntrico de Barranquilla, la iglesia se destaca por sus torres altas y su fachada elaborada, que es un símbolo de la devoción de la ciudad. El interior de la iglesia ofrece un espectáculo visual impresionante cuando la luz atraviesa los vitrales, creando un juego de luces y colores que llenan el espacio. Es un lugar que invita a la reflexión espiritual y a la admiración del arte religioso. La iglesia también celebra numerosas festividades y eventos que atraen tanto a locales como a turistas.""","""""","https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/iglesia%20nuestra%20sen%CC%83ora%20de%20chiquinquira%202.webp?alt=media&token=648b2682-27f0-4124-9bb0-fc815bed5886, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/iglesia%20nuestra%20sen%CC%83ora%20de%20chiquinquira%209.webp?alt=media&token=bec96dd1-6142-4617-ac8a-b63bb64fc70f","""Iglesia Nuestra Señora de Chiquinquirá""",,"""Abierto las 24 horas""","""No disponible""","""Un sublime encuentro con la fe en Barranquilla.""","""https://www.chiquinquiraiglesia.com""",11.001677,-74.80984
iglesia-nuestra-seora-del-carmen,"""Cra. 50 #55-176, Nte. Centro Historico, Barranquilla, Atlántico, Colombia""","Cultura, Historia, Nocturna, Bienestar, Coctelería","""La Iglesia Nuestra Señora del Carmen es uno de los templos más antiguos de Barranquilla y uno de los más queridos por sus fieles. Construida por un escultor de Valencia, esta iglesia de estilo neorrománico tiene una impresionante estructura con elementos tradicionales y detalles arquitectónicos que la convierten en un emblema de la ciudad. Durante las festividades del 16 de julio, la iglesia se llena de vida, al congregar a cientos de devotos que celebran el día de la Virgen del Carmen. Los turistas encontrarán en este templo no solo un lugar de oración, sino también un espacio cultural que conecta la historia de Barranquilla con su presente.""","""""","https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/iglesia%20nuestra%20sen%CC%83ora%20del%20carmen%204.webp?alt=media&token=b8b8ca5f-d0f2-4ad3-8351-3dadfe2f0a96, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/parroquia%20nuestra%20sen%CC%83ora%20del%20carmen.webp?alt=media&token=2949aa17-da61-4642-9ede-848313862b63","""Iglesia Nuestra Señora del Carmen""",,"""7 AM - 7 PM""","""No disponible""","""Fe y tradición en el corazón de Barranquilla.""","""https://www.nuestraseñoradelcarmenbarranquilla.com""",10.990427,-74.791725
iglesia-san-antonio-de-padua,"""Soledad, Atlantico, Colombia""","Historia, Nocturna, Coctelería","""La Iglesia San Antonio de Padua, en Soledad, es el templo más antiguo del Atlántico, construido en 1598. Con una fachada blanca y majestuosa, este templo de estilo barroco churrigueresco tiene paredes de barro y bahareque, lo que le otorga un encanto único. Declarada Monumento Nacional, la iglesia es un símbolo del patrimonio histórico de la región y un lugar de peregrinación para aquellos que desean conocer más sobre las raíces religiosas de Colombia. Es un sitio perfecto para los visitantes interesados en la arquitectura colonial y la historia de la región.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/iglesia%20san%20antonio%20de%20padua%201.webp?alt=media&token=d4a4bbb7-5dd9-4f49-853a-c196d9734741,"""Iglesia San Antonio de Padua""",,"""Abierto las 24 horas""","""No disponible""","""El templo más antiguo del Atlántico.""","""https://www.sanantoniopadua.com""",10.907983,-74.78945
iglesia-san-jos-de-tubar,"""Tubará, Atlantico, Colombia""","Eco, Historia, Nocturna, Coctelería","""La Iglesia San José de Tubará es una joya del patrimonio arquitectónico del Atlántico. De estilo neoclásico simple, la iglesia presenta una simetría perfecta y un altar con un retablo barroco hecho en madera, recubierto de laminillas de oro. Construida en 1740, la iglesia combina elementos religiosos de la época colonial con un toque de carácter precolombino. El ambiente del templo es tranquilo y lleno de historia, lo que lo convierte en un atractivo tanto para los turistas como para los fieles que buscan un lugar de oración.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/iglesia%20san%20jose%20de%20tubara.webp?alt=media&token=410ce826-f379-4ea1-895d-1335aca7dea1,"""Iglesia San José de Tubará""",,"""Abierto las 24 horas""","""No disponible""","""Patrimonio arquitectónico del departamento.""","""https://www.sanjosedetubara.com""",10.875383,-74.97648
iglesia-san-roque,"""Cl. 30, Barranquilla, Atlántico, Colombia""","Eco, Historia, Nocturna, Naturaleza, Coctelería","""La Iglesia San Roque, construida en 1853, es una de las edificaciones más antiguas de Barranquilla. De estilo neogótico, esta iglesia ha sido un símbolo de la comunidad por generaciones. Su imponente fachada y su histórico campanario cuentan con detalles que han sido cuidadosamente restaurados para preservar su legado. En el interior, la atmósfera serena y el diseño arquitectónico transportan a los visitantes a otra época, haciéndola un lugar especial para quienes buscan un momento de paz y reflexión.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/iglesia%20de%20san%20roque.webp?alt=media&token=2955864d-19c5-4e4a-99cf-08e4761d2cfa,"""Iglesia San Roque""",,"""Abierto las 24 horas""","""No disponible""","""Una de las construcciones más antiguas de Barranquilla.""","""https://www.sanroqueiglesia.com""",10.990047,-74.80425
iglesia-santo-domingo-de-guzmn,"""Usiacurí, Atlantico, Colombia""","Cultura, Historia, Nocturna, Bienestar, Coctelería","""La Iglesia Santo Domingo de Guzmán, ubicada en Usiacurí, es una de las iglesias más emblemáticas del Atlántico. Construida en 1540, la iglesia ha sido restaurada y mejorada a lo largo de los siglos, manteniendo su estructura original hecha de barro y bahareque. La iglesia, que combina elementos arquitectónicos traídos de Francia y España, es famosa por su historia y por el papel que ha jugado en la comunidad local. El ambiente acogedor y la rica tradición de esta iglesia la convierten en un lugar esencial para quienes visitan Usiacurí y desean conocer más sobre la herencia cultural y religiosa de la región.""","""""","https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/iglesia%20santo%20domingo%20de%20guzman%203.webp?alt=media&token=3a476082-13f0-45b4-abf9-bb79d525fc9b, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/iglesia%20santo%20domingo%20de%20guzman.webp?alt=media&token=7b6086d7-6288-4c1a-b387-132c8b5f42c0","""Iglesia Santo Domingo de Guzmán""",,"""Abierto las 24 horas""","""No disponible""","""Un patrimonio histórico y cultural del Atlántico.""","""https://www.santodomingodeguzmanusiacuri.com""",10.743516,-74.97886
monumento-homenaje-a-shakira,"""Sur Orient, Barranquilla, Atlántico, Colombia""","Historia, Familia, Nocturna, Fotografía, Arte, Coctelería","""El Monumento Homenaje a Shakira es una estatua de cinco metros de altura que honra a la célebre cantante barranquillera Shakira Isabel Mebarak Ripoll. Este monumento, ubicado en el Parque Metropolitano, representa la fuerza, la perseverancia y el talento que Shakira ha llevado al mundo desde su ciudad natal. Los visitantes del monumento podrán encontrar la icónica frase de Shakira 'Cuando me mires, piensa que tú también puedes lograr lo que te propongas', un mensaje inspirador para todos. Este es un sitio ideal para los fanáticos de la artista y para quienes buscan conocer más sobre la historia de los grandes talentos nacidos en Barranquilla. Es un lugar perfecto para fotografías y para conectar con el orgullo barranquillero y la representación internacional de la música latina.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/shak.webp?alt=media&token=b91a78e8-424a-48a5-a0f7-5d4f0a145bd9,"""Monumento Homenaje a Shakira""",,"""Abierto las 24 horas""","""No disponible""","""Una celebración al talento barranquillero de Shakira.""","""No disponible""",11.001677,-74.80984
monumento-la-ventana-al-mundo,"""Cl. 110 #30-53, Suroccidente, Barranquilla, Atlántico, Colombia""","Playas, Eco, Historia, Nocturna, Fotografía, Arte, Coctelería","""El Monumento La Ventana al Mundo es una de las estructuras más reconocibles de Barranquilla, construido en 2018 para conmemorar los XXIII Juegos Centroamericanos y del Caribe. Ubicado en una glorieta del corredor industrial de la Circunvalar, este colorido monumento tiene una altura impresionante y se ha convertido en un símbolo de la vitalidad de Barranquilla. La obra de arte pública destaca por sus vibrantes colores y por la apertura en el centro que, metafóricamente, invita a ver el mundo desde Barranquilla. El monumento también simboliza la modernidad, el crecimiento y la posición estratégica de la ciudad como un importante puerto del Caribe. Los visitantes acuden aquí para tomar fotografías y disfrutar de la atmósfera industrial que lo rodea, convirtiéndolo en uno de los lugares más populares para capturar la esencia de la ciudad.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/ventana%20al%20mundo.webp?alt=media&token=c02b31c4-a44f-470e-b062-d4c58533c22c,"""Monumento La Ventana al Mundo""",,"""Abierto las 24 horas""","""No disponible""","""La puerta colorida al mundo desde Barranquilla.""","""No disponible""",10.977961,-74.836636
monumento-ventana-de-campeones,"""Av. del Rio, Nte. Centro Historico, Barranquilla, Atlántico, Colombia""","Playas, Cultura, Historia, Deportes, Nocturna, Náutica, Coctelería","""La Ventana de Campeones es un monumento emblemático en honor al equipo Junior de Barranquilla y se ha convertido en un referente urbano de la ciudad. Situado en el malecón del río Magdalena, este monumento destaca por su estructura de vidrio reflectivo y tecnología lumínica que ofrece una experiencia visual espectacular durante todo el día. Además de su importancia deportiva, la Ventana de Campeones también actúa como faro para los barcos que se acercan al puerto, contribuyendo tanto a la identidad cultural como a la actividad marítima de la ciudad. Este lugar es ideal para los amantes del fútbol y la historia del Junior, así como para los turistas que deseen disfrutar de una vista impresionante del río Magdalena y de las instalaciones portuarias de Barranquilla.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/ventana%20de%20campeones%203.webp?alt=media&token=94d68af0-aa09-447a-95a7-bf3ddb885771,"""Monumento Ventana de Campeones""",,"""Abierto las 24 horas""","""No disponible""","""Un homenaje al Junior de Barranquilla y al desarrollo urbano.""","""No disponible""",11.001677,-74.80984
muelle-puerto-colombia,"""Puerto Colombia, Atlantico, Colombia""","Playas, Gastronomía, Historia, Bienestar, Compras, Estelar","""El histórico muelle de Puerto Colombia fue en su momento el puerto marítimo más importante de Colombia, y su reciente restauración lo ha convertido en un destino favorito para los turistas interesados en la historia marítima del país. Construido originalmente a finales del siglo XIX, este muelle fue clave para facilitar el comercio y la inmigración. Hoy en día, cuenta con un paseo peatonal que conecta con la gran plaza de Puerto Colombia. Con hermosas vistas al mar y una gran cantidad de oportunidades cercanas para disfrutar de la gastronomía y las compras, el muelle es un lugar fantástico tanto para los amantes de la historia como para quienes buscan un momento de esparcimiento...""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/muelle%20de%20puerto%20colombia.webp?alt=media&token=5add6413-f0f9-4410-9edd-7c9fa4425e7e,"""Muelle Puerto Colombia""",,"""Abierto las 24 horas""","""No Disponible""","""Donde la historia se encuentra con el océano.""","""https://www.puertocolombiamuelle.com""",10.987851,-74.95911
musa-tejedora,"""Usiacurí, Atlantico, Colombia""","Cultura, Historia, Compras, Fotografía, Arte","""La Musa Tejedora es un monumento icónico ubicado en la entrada principal del municipio de Usiacurí, dedicado a honrar a los artesanos y al arte de tejer, inspirado por la poesía del poeta Julio Flórez, también conocido como 'La Araña'. Inaugurada en mayo de 2010, esta escultura de 8 metros de altura es el mayor monumento del departamento y fue creada por el artista Yino Márquez. El monumento representa la perseverancia y el esfuerzo del artesano, convirtiéndose en un símbolo de la identidad cultural de la región. Los visitantes pueden admirar la magnitud de la escultura y conocer más acerca de la tradición artesanal que define a Usiacurí. La musa es un punto instagrameable ideal para captar la esencia artística de Atlántico y adentrarse en la vida y cultura del municipio de Usiacurí.""","""""","https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/musa%20tejedora%202.webp?alt=media&token=c7827e54-61e3-4fef-9691-53180dc9edb2, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/musa%20tejedora%203.webp?alt=media&token=c1c13803-7211-413e-a7f0-0dcd79851e8d, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/musa%20tejedora.webp?alt=media&token=df827c06-92b8-46b7-a883-d18146be7e21","""Musa Tejedora""",,"""Abierto las 24 horas""","""No disponible""","""Un homenaje al artesano y la poesía de Julio Flórez.""","""No disponible""",10.743516,-74.97886
